method,env_id,variant_index,reward,hits,false_alarms,scanned_true_active,total_active_opportunities,overall_pd,scanned_pd,pfa,total_episodes,detected_episodes,interception_rate,mean_delay,median_delay,p90_delay,fairness_jain,min_scan_share,max_scan_share,max_min_scan_ratio,scan_b0,scan_b1,scan_b2,scan_b3,scan_b4
V70_DQN,68087,19,159.03326572224532,167,4,219,913,0.1829134720700986,0.7625570776255708,0.014234875444839857,202,97,0.4801980198019802,1.7422680412371134,1.0,4.0,0.8484354849657232,0.102,0.354,3.4705882352941178,101,177,95,76,51
V65_DQN,68087,19,183.72129902318147,188,2,220,913,0.2059145673603505,0.8545454545454545,0.007142857142857143,202,99,0.4900990099009901,1.9090909090909092,1.0,6.0,0.835952651641811,0.086,0.358,4.162790697674419,87,179,88,103,43
Old_Scalable_DQN,68087,19,162.26124162793195,166,1,207,913,0.18181818181818182,0.8019323671497585,0.0034129692832764505,202,83,0.41089108910891087,1.7469879518072289,1.0,4.0,0.9224071136036601,0.1,0.256,2.56,127,88,128,107,50
Random,68087,19,143.61257024332852,141,2,185,913,0.15443592552026286,0.7621621621621621,0.006349206349206349,202,98,0.48514851485148514,1.8061224489795917,1.0,5.0,0.9974863344372182,0.182,0.208,1.1428571428571428,98,104,103,91,104
Round_Robin,68087,19,155.78144818723192,147,3,177,913,0.16100766703176342,0.8305084745762712,0.009287925696594427,202,120,0.594059405940594,2.2666666666666666,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68088,20,184.14801073089293,186,1,226,913,0.20372398685651696,0.8230088495575221,0.0036496350364963502,202,106,0.5247524752475248,1.7547169811320755,1.0,4.5,0.8870281010502413,0.128,0.332,2.59375,102,166,94,64,74
V70_DQN,68088,20,199.5416156682377,200,1,245,913,0.21905805038335158,0.8163265306122449,0.00392156862745098,202,119,0.5891089108910891,1.6302521008403361,1.0,5.0,0.8934634216075193,0.124,0.326,2.629032258064516,104,163,93,78,62
V65_DQN,68088,20,172.0622458353642,176,2,223,913,0.1927710843373494,0.7892376681614349,0.007220216606498195,202,101,0.5,1.7326732673267327,1.0,5.0,0.8346409374687009,0.1,0.364,3.64,77,182,88,103,50
Old_Scalable_DQN,68088,20,174.06606218054912,171,2,207,913,0.18729463307776562,0.8260869565217391,0.006825938566552901,202,104,0.5148514851485149,2.0384615384615383,1.0,6.0,0.9692928039702233,0.146,0.246,1.6849315068493151,111,87,123,106,73
Random,68088,20,151.30633889809246,148,1,182,913,0.16210295728368018,0.8131868131868132,0.0031446540880503146,202,105,0.5198019801980198,1.8666666666666667,1.0,4.0,0.997446536865624,0.182,0.21,1.1538461538461537,98,103,103,91,105
Round_Robin,68088,20,150.8460364258288,142,2,177,913,0.15553121577217963,0.8022598870056498,0.006191950464396285,202,117,0.5792079207920792,2.2564102564102564,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68089,21,136.7957501477003,139,3,192,913,0.15224534501642936,0.7239583333333334,0.00974025974025974,202,77,0.3811881188118812,1.844155844155844,1.0,4.0,0.9532524975215435,0.162,0.286,1.7654320987654322,92,143,81,87,97
V70_DQN,68089,21,135.64484335198986,138,5,170,913,0.1511500547645126,0.8117647058823529,0.015151515151515152,202,88,0.43564356435643564,2.602272727272727,1.5,6.299999999999997,0.9245904064499427,0.12,0.28,2.3333333333333335,123,140,82,95,60
V65_DQN,68089,21,129.9767889627811,133,6,184,913,0.1456736035049288,0.7228260869565217,0.0189873417721519,202,79,0.3910891089108911,1.9367088607594938,1.0,5.0,0.9766769543305857,0.164,0.25,1.524390243902439,91,125,92,110,82
Old_Scalable_DQN,68089,21,147.6464133410155,150,4,187,913,0.16429353778751368,0.8021390374331551,0.012779552715654952,202,86,0.42574257425742573,1.7209302325581395,1.0,4.0,0.9341254717333632,0.144,0.296,2.0555555555555554,107,83,148,90,72
Random,68089,21,146.24653216496134,143,5,185,913,0.1566265060240964,0.772972972972973,0.015873015873015872,202,99,0.4900990099009901,1.9898989898989898,2.0,5.0,0.9973271632026169,0.182,0.212,1.164835164835165,98,103,102,91,106
Round_Robin,68089,21,120.74026526093449,115,5,156,913,0.12595837897042717,0.7371794871794872,0.014534883720930232,202,94,0.46534653465346537,1.9787234042553192,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68090,22,172.8600570642948,177,5,218,913,0.19386637458926614,0.8119266055045872,0.01773049645390071,203,98,0.4827586206896552,1.4591836734693877,1.0,3.299999999999997,0.8672124323574303,0.13,0.346,2.6615384615384614,107,173,65,73,82
V70_DQN,68090,22,174.0878163099291,181,4,234,913,0.1982475355969332,0.7735042735042735,0.015037593984962405,203,102,0.5024630541871922,1.4313725490196079,1.0,4.0,0.790313912686119,0.11,0.396,3.6,96,198,90,61,55
V65_DQN,68090,22,165.60379558533435,173,4,224,913,0.18948521358159912,0.7723214285714286,0.014492753623188406,203,93,0.458128078817734,1.6021505376344085,1.0,4.0,0.8181966944853543,0.098,0.364,3.7142857142857144,68,182,81,120,49
Old_Scalable_DQN,68090,22,146.98915631458166,147,3,193,913,0.16100766703176342,0.7616580310880829,0.009771986970684038,203,88,0.43349753694581283,2.0113636363636362,1.0,5.0,0.9526712902979956,0.114,0.242,2.1228070175438596,103,108,121,111,57
Random,68090,22,147.9965222108365,146,6,181,913,0.15991237677984665,0.8066298342541437,0.018808777429467086,203,96,0.4729064039408867,1.6145833333333333,1.0,4.0,0.9970089730807578,0.18,0.212,1.1777777777777778,99,103,102,90,106
Round_Robin,68090,22,187.39065231591496,179,5,219,913,0.19605695509309967,0.817351598173516,0.017793594306049824,203,144,0.7093596059113301,1.25,1.0,3.700000000000017,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68091,23,165.54635198786886,169,2,207,913,0.1851040525739321,0.8164251207729468,0.006825938566552901,202,90,0.44554455445544555,1.8111111111111111,1.0,4.0,0.9066183136899365,0.14,0.32,2.2857142857142856,95,160,70,75,100
V70_DQN,68091,23,195.91611402571226,201,1,245,913,0.22015334063526834,0.8204081632653061,0.00392156862745098,202,116,0.5742574257425742,1.7241379310344827,1.0,4.5,0.828775070445881,0.138,0.38,2.753623188405797,83,190,86,69,72
V65_DQN,68091,23,157.44899721041313,161,1,218,913,0.17634173055859803,0.7385321100917431,0.0035460992907801418,202,86,0.42574257425742573,1.7790697674418605,1.0,5.0,0.8621581542918233,0.104,0.344,3.3076923076923075,91,172,80,105,52
Old_Scalable_DQN,68091,23,159.02941335067155,158,1,203,913,0.17305585980284777,0.7783251231527094,0.003367003367003367,202,90,0.44554455445544555,1.7666666666666666,1.0,5.0,0.9559863867538526,0.118,0.24,2.0338983050847457,120,104,114,103,59
Random,68091,23,162.48053579658304,159,4,193,913,0.1741511500547645,0.8238341968911918,0.013029315960912053,202,104,0.5148514851485149,1.4903846153846154,1.0,4.0,0.9974863344372182,0.182,0.212,1.164835164835165,99,102,102,91,106
Round_Robin,68091,23,179.1883102354411,170,2,221,913,0.18619934282584885,0.7692307692307693,0.007168458781362007,202,142,0.7029702970297029,1.3591549295774648,1.0,3.9000000000000057,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68092,24,174.69076438337626,178,1,227,913,0.1949616648411829,0.7841409691629956,0.003663003663003663,201,101,0.5024875621890548,1.8514851485148516,1.0,4.0,0.8817409092512256,0.132,0.338,2.5606060606060606,83,169,78,104,66
V70_DQN,68092,24,176.837455747575,182,0,242,913,0.19934282584884994,0.7520661157024794,0.0,201,105,0.5223880597014925,1.4190476190476191,1.0,4.0,0.8210989588465202,0.108,0.38,3.5185185185185186,89,190,86,81,54
V65_DQN,68092,24,157.99366479128605,162,1,222,913,0.1774370208105148,0.7297297297297297,0.0035971223021582736,201,94,0.46766169154228854,2.0106382978723403,1.0,5.0,0.8856768342367237,0.12,0.326,2.716666666666667,80,163,83,114,60
Old_Scalable_DQN,68092,24,127.61442204847899,129,0,180,913,0.14129244249726178,0.7166666666666667,0.0,201,78,0.3880597014925373,1.7179487179487178,1.0,4.299999999999997,0.9262689885142645,0.11,0.256,2.327272727272727,121,79,117,128,55
Random,68092,24,127.5625179700551,125,1,170,913,0.13691128148959475,0.7352941176470589,0.0030303030303030303,201,89,0.4427860696517413,1.9662921348314606,1.0,5.200000000000003,0.9976057462090981,0.182,0.21,1.1538461538461537,99,102,103,91,105
Round_Robin,68092,24,183.67008231937925,174,0,221,913,0.19058050383351588,0.7873303167420814,0.0,201,143,0.7114427860696517,1.4055944055944056,1.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68093,25,176.95269860610358,180,2,214,913,0.19715224534501644,0.8411214953271028,0.006993006993006993,203,94,0.4630541871921182,1.9042553191489362,1.0,4.700000000000003,0.8986017756371086,0.13,0.312,2.4,120,156,65,84,75
V70_DQN,68093,25,158.848365070969,163,5,220,913,0.17853231106243153,0.740909090909091,0.017857142857142856,203,98,0.4827586206896552,1.663265306122449,1.0,4.0,0.8547885253188361,0.12,0.354,2.95,106,177,80,77,60
V65_DQN,68093,25,163.32011124536385,167,2,225,913,0.1829134720700986,0.7422222222222222,0.007272727272727273,203,93,0.458128078817734,1.7956989247311828,1.0,5.0,0.8565750702391558,0.104,0.334,3.2115384615384617,93,167,67,121,52
Old_Scalable_DQN,68093,25,151.27764455273748,153,4,202,913,0.16757940854326397,0.7574257425742574,0.013422818791946308,203,94,0.4630541871921182,1.8191489361702127,1.0,5.0,0.9497036924479563,0.118,0.258,2.1864406779661016,102,99,129,111,59
Random,68093,25,148.05868952125292,145,5,183,913,0.1588170865279299,0.7923497267759563,0.015772870662460567,203,98,0.4827586206896552,1.3775510204081634,1.0,4.0,0.9978048293753742,0.182,0.208,1.1428571428571428,100,102,103,91,104
Round_Robin,68093,25,123.07315424725385,117,5,158,913,0.12814895947426067,0.740506329113924,0.014619883040935672,203,99,0.4876847290640394,2.212121212121212,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68094,26,143.70791080176824,143,5,178,913,0.1566265060240964,0.8033707865168539,0.015527950310559006,202,86,0.42574257425742573,1.697674418604651,1.0,4.0,0.9606517061174301,0.146,0.266,1.821917808219178,91,133,73,93,110
V70_DQN,68094,26,152.64910590857303,154,4,191,913,0.1686746987951807,0.806282722513089,0.012944983818770227,202,91,0.4504950495049505,2.1648351648351647,1.0,6.0,0.9107468123861566,0.12,0.298,2.4833333333333334,107,149,73,111,60
V65_DQN,68094,26,155.8098242971302,157,4,193,913,0.171960569550931,0.8134715025906736,0.013029315960912053,202,83,0.41089108910891087,1.9759036144578312,1.0,5.0,0.9066183136899365,0.098,0.292,2.979591836734694,97,146,90,118,49
Old_Scalable_DQN,68094,26,155.4639082005624,152,4,194,913,0.1664841182913472,0.7835051546391752,0.013071895424836602,202,104,0.5148514851485149,2.2211538461538463,2.0,5.700000000000003,0.9655492043874556,0.132,0.244,1.8484848484848484,122,100,112,100,66
Random,68094,26,158.71760921180274,154,5,193,913,0.1686746987951807,0.7979274611398963,0.016286644951140065,202,99,0.4900990099009901,2.01010101010101,1.0,5.0,0.9978048293753742,0.182,0.208,1.1428571428571428,100,102,103,91,104
Round_Robin,68094,26,137.9633519004283,129,6,158,913,0.14129244249726178,0.8164556962025317,0.017543859649122806,202,104,0.5148514851485149,2.0384615384615383,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68095,27,156.78450978204657,153,4,193,913,0.16757940854326397,0.7927461139896373,0.013029315960912053,204,92,0.45098039215686275,1.6956521739130435,1.0,4.0,0.9816239987435212,0.166,0.242,1.4578313253012047,91,121,83,95,110
V70_DQN,68095,27,140.60493504077175,143,3,185,913,0.1566265060240964,0.772972972972973,0.009523809523809525,204,90,0.4411764705882353,1.6333333333333333,1.0,4.1000000000000085,0.9391787820729554,0.142,0.288,2.028169014084507,111,144,86,88,71
V65_DQN,68095,27,153.96400910913957,154,4,199,913,0.1686746987951807,0.7738693467336684,0.013289036544850499,204,85,0.4166666666666667,2.176470588235294,1.0,6.0,0.9562789274375549,0.158,0.252,1.5949367088607596,82,126,87,126,79
Old_Scalable_DQN,68095,27,135.50081478819226,140,3,182,913,0.1533406352683461,0.7692307692307693,0.009433962264150943,204,85,0.4166666666666667,1.776470588235294,1.0,4.0,0.923599822668834,0.1,0.264,2.64,100,124,132,94,50
Random,68095,27,144.71859779417534,142,3,181,913,0.15553121577217963,0.7845303867403315,0.009404388714733543,204,93,0.45588235294117646,1.8387096774193548,1.0,5.0,0.9977251865746098,0.182,0.208,1.1428571428571428,100,101,104,91,104
Round_Robin,68095,27,129.837530699819,124,3,158,913,0.13581599123767799,0.7848101265822784,0.008771929824561403,204,102,0.5,2.049019607843137,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68096,28,177.88156031936447,181,2,221,913,0.1982475355969332,0.8190045248868778,0.007168458781362007,202,96,0.4752475247524752,1.65625,1.0,4.0,0.8919651776794634,0.154,0.338,2.1948051948051948,90,169,77,85,79
V70_DQN,68096,28,169.4107305257023,174,2,227,913,0.19058050383351588,0.7665198237885462,0.007326007326007326,202,96,0.4752475247524752,1.3854166666666667,1.0,3.5,0.8947424931104828,0.138,0.326,2.36231884057971,104,163,94,69,70
V65_DQN,68096,28,163.43716719374083,168,2,220,913,0.18400876232201532,0.7636363636363637,0.007142857142857143,202,85,0.4207920792079208,1.6941176470588235,1.0,4.0,0.871505263891794,0.098,0.33,3.36734693877551,89,165,84,113,49
Old_Scalable_DQN,68096,28,153.52481899470092,154,1,200,913,0.1686746987951807,0.77,0.0033333333333333335,202,95,0.47029702970297027,1.8631578947368421,1.0,5.0,0.9647294898510458,0.128,0.238,1.859375,119,111,107,99,64
Random,68096,28,149.76218322947634,146,1,187,913,0.15991237677984665,0.7807486631016043,0.003194888178913738,202,99,0.4900990099009901,1.6767676767676767,1.0,4.0,0.9978446555440249,0.182,0.208,1.1428571428571428,101,101,104,91,103
Round_Robin,68096,28,179.26300609827086,170,2,221,913,0.18619934282584885,0.7692307692307693,0.007168458781362007,202,140,0.693069306930693,1.3642857142857143,1.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68097,29,198.715204572678,202,1,244,913,0.2212486308871851,0.8278688524590164,0.00390625,202,116,0.5742574257425742,1.7672413793103448,1.0,4.0,0.8654112434228746,0.13,0.35,2.6923076923076925,98,175,91,71,65
V70_DQN,68097,29,174.9816847862305,180,4,221,913,0.19715224534501644,0.8144796380090498,0.014336917562724014,202,96,0.4752475247524752,1.5416666666666667,1.0,4.0,0.8573388203017832,0.106,0.35,3.30188679245283,102,175,81,89,53
V65_DQN,68097,29,179.35010532274876,182,3,212,913,0.19934282584884994,0.8584905660377359,0.010416666666666666,202,105,0.5198019801980198,1.6857142857142857,1.0,5.0,0.9118762766267873,0.118,0.31,2.6271186440677967,89,155,99,98,59
Old_Scalable_DQN,68097,29,162.37345151633025,162,2,194,913,0.1774370208105148,0.8350515463917526,0.006535947712418301,202,101,0.5,1.9207920792079207,1.0,5.0,0.9429692214846107,0.11,0.258,2.3454545454545452,111,106,129,99,55
Random,68097,29,149.54780517056602,147,3,185,913,0.16100766703176342,0.7945945945945946,0.009523809523809525,202,106,0.5247524752475248,1.990566037735849,1.0,5.0,0.9978844848920289,0.182,0.208,1.1428571428571428,101,102,104,91,102
Round_Robin,68097,29,134.9631366156039,128,3,160,913,0.140197152245345,0.8,0.008823529411764706,202,107,0.5297029702970297,2.0934579439252334,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68098,30,170.539450929612,172,1,220,913,0.18838992332968238,0.7818181818181819,0.0035714285714285713,204,100,0.49019607843137253,1.81,1.0,5.0,0.9136425099587033,0.132,0.316,2.393939393939394,91,158,66,90,95
V70_DQN,68098,30,184.35583192154783,187,1,232,913,0.20481927710843373,0.8060344827586207,0.0037313432835820895,204,114,0.5588235294117647,1.9210526315789473,2.0,4.0,0.8382791804982731,0.12,0.37,3.0833333333333335,94,185,77,84,60
V65_DQN,68098,30,151.08796372950084,158,1,208,913,0.17305585980284777,0.7596153846153846,0.003424657534246575,204,97,0.47549019607843135,2.0,1.0,5.0,0.8859279209043552,0.104,0.308,2.9615384615384617,71,154,104,119,52
Old_Scalable_DQN,68098,30,164.38204161644012,164,0,195,913,0.1796276013143483,0.841025641025641,0.0,204,97,0.47549019607843135,2.1649484536082473,2.0,5.0,0.9667813913917785,0.142,0.248,1.7464788732394365,106,111,124,88,71
Random,68098,30,155.77666794478904,152,1,187,913,0.1664841182913472,0.8128342245989305,0.003194888178913738,204,101,0.4950980392156863,1.6237623762376239,1.0,4.0,0.997446536865624,0.18,0.208,1.1555555555555554,102,102,104,90,102
Round_Robin,68098,30,157.31198655873536,149,0,197,913,0.16319824753559695,0.7563451776649747,0.0,204,123,0.6029411764705882,1.943089430894309,1.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68099,31,169.13185450822158,170,0,211,913,0.18619934282584885,0.8056872037914692,0.0,202,103,0.5099009900990099,1.9514563106796117,1.0,5.0,0.957047699257331,0.146,0.274,1.8767123287671232,104,137,89,97,73
V70_DQN,68099,31,153.57212991446252,154,0,205,913,0.1686746987951807,0.751219512195122,0.0,202,104,0.5148514851485149,1.4423076923076923,1.0,4.0,0.9250693802035153,0.14,0.302,2.157142857142857,109,151,82,88,70
V65_DQN,68099,31,157.41295093476785,164,0,208,913,0.1796276013143483,0.7884615384615384,0.0,202,89,0.4405940594059406,1.752808988764045,1.0,4.200000000000003,0.8368200836820083,0.1,0.344,3.44,79,172,71,128,50
Old_Scalable_DQN,68099,31,151.8869581593577,154,0,197,913,0.1686746987951807,0.7817258883248731,0.0,202,96,0.4752475247524752,2.3229166666666665,2.0,5.0,0.9342651070667812,0.108,0.262,2.425925925925926,106,91,131,118,54
Random,68099,31,146.11139414548882,143,0,184,913,0.1566265060240964,0.7771739130434783,0.0,202,106,0.5247524752475248,1.8773584905660377,1.0,4.5,0.9978844848920289,0.182,0.208,1.1428571428571428,102,101,104,91,102
Round_Robin,68099,31,172.75530814781823,165,0,225,913,0.18072289156626506,0.7333333333333333,0.0,202,137,0.6782178217821783,1.4744525547445255,1.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68100,32,148.53426495030502,151,2,186,913,0.16538882803943045,0.8118279569892473,0.006369426751592357,202,87,0.4306930693069307,1.9655172413793103,1.0,5.0,0.9157844609692662,0.138,0.312,2.260869565217391,69,156,78,101,96
V70_DQN,68100,32,139.47614312425227,140,3,182,913,0.1533406352683461,0.7692307692307693,0.009433962264150943,202,95,0.47029702970297027,2.4,1.0,7.0,0.9531798078389507,0.15,0.278,1.8533333333333333,107,139,94,85,75
V65_DQN,68100,32,163.00345672279624,172,3,213,913,0.18838992332968238,0.8075117370892019,0.010452961672473868,202,97,0.4801980198019802,1.8144329896907216,1.0,4.0,0.8207754686627926,0.096,0.34,3.5416666666666665,67,140,75,170,48
Old_Scalable_DQN,68100,32,158.2444325982035,159,3,214,913,0.1741511500547645,0.7429906542056075,0.01048951048951049,202,92,0.45544554455445546,1.8478260869565217,1.0,4.0,0.9447152628197861,0.104,0.232,2.230769230769231,111,116,114,107,52
Random,68100,32,132.02329122140983,130,1,166,913,0.14238773274917854,0.7831325301204819,0.0029940119760479044,202,90,0.44554455445544555,2.0,1.0,5.0,0.9978048293753742,0.182,0.208,1.1428571428571428,103,100,104,91,102
Round_Robin,68100,32,134.07076547890892,128,3,161,913,0.140197152245345,0.7950310559006211,0.008849557522123894,202,102,0.504950495049505,1.9803921568627452,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68101,33,168.40513884842406,172,4,223,913,0.18838992332968238,0.7713004484304933,0.01444043321299639,202,96,0.4752475247524752,1.71875,1.0,4.0,0.9169937277629021,0.136,0.314,2.3088235294117645,97,157,68,88,90
V70_DQN,68101,33,174.01838364794855,181,3,218,913,0.1982475355969332,0.8302752293577982,0.010638297872340425,202,107,0.5297029702970297,1.411214953271028,1.0,4.0,0.8378296859814337,0.09,0.36,4.0,97,180,88,90,45
V65_DQN,68101,33,177.91098862960965,180,5,222,913,0.19715224534501644,0.8108108108108109,0.017985611510791366,202,102,0.504950495049505,1.6176470588235294,1.0,4.0,0.936364657852354,0.116,0.272,2.3448275862068964,91,136,99,116,58
Old_Scalable_DQN,68101,33,154.0831164091827,158,3,192,913,0.17305585980284777,0.8229166666666666,0.00974025974025974,202,91,0.4504950495049505,1.8241758241758241,1.0,5.0,0.9220669051746395,0.132,0.306,2.3181818181818183,98,84,153,99,66
Random,68101,33,138.78120266690874,136,2,175,913,0.14895947426067907,0.7771428571428571,0.006153846153846154,202,93,0.4603960396039604,1.8602150537634408,1.0,4.0,0.9978844848920289,0.182,0.208,1.1428571428571428,102,101,104,91,102
Round_Robin,68101,33,180.31295299366155,171,3,221,913,0.18729463307776562,0.7737556561085973,0.010752688172043012,202,142,0.7029702970297029,1.3309859154929577,1.0,3.9000000000000057,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68102,34,178.58098042324184,180,3,226,913,0.19715224534501644,0.7964601769911505,0.010948905109489052,203,98,0.4827586206896552,1.6938775510204083,1.0,5.0,0.9288500835965076,0.154,0.308,2.0,96,154,88,77,85
V70_DQN,68102,34,159.37820412635813,167,3,219,913,0.1829134720700986,0.7625570776255708,0.010676156583629894,203,97,0.47783251231527096,1.4329896907216495,1.0,4.0,0.8263916435277007,0.114,0.372,3.263157894736842,95,186,97,65,57
V65_DQN,68102,34,164.9344940589372,167,3,224,913,0.1829134720700986,0.7455357142857143,0.010869565217391304,203,97,0.47783251231527096,2.020618556701031,1.0,5.400000000000006,0.9219988936013277,0.11,0.292,2.6545454545454548,103,146,92,104,55
Old_Scalable_DQN,68102,34,151.21293108910353,151,4,201,913,0.16538882803943045,0.7512437810945274,0.013377926421404682,203,96,0.4729064039408867,1.9583333333333333,1.0,5.0,0.9480829762220789,0.12,0.26,2.1666666666666665,115,97,98,130,60
Random,68102,34,149.12561385102563,146,2,192,913,0.15991237677984665,0.7604166666666666,0.006493506493506494,203,95,0.46798029556650245,1.768421052631579,1.0,4.0,0.9978048293753742,0.182,0.208,1.1428571428571428,102,100,104,91,103
Round_Robin,68102,34,153.2754853458706,145,3,177,913,0.1588170865279299,0.8192090395480226,0.009287925696594427,203,118,0.5812807881773399,2.194915254237288,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68103,35,153.73001941606395,158,3,202,913,0.17305585980284777,0.7821782178217822,0.010067114093959731,202,94,0.46534653465346537,2.021276595744681,1.0,4.700000000000003,0.9090247981964948,0.13,0.314,2.4153846153846152,107,157,65,80,91
V70_DQN,68103,35,162.22547633782042,165,3,210,913,0.18072289156626506,0.7857142857142857,0.010344827586206896,202,104,0.5148514851485149,1.9134615384615385,1.0,5.0,0.9052395263786798,0.128,0.32,2.5,93,160,100,83,64
V65_DQN,68103,35,194.0789023786784,197,3,232,913,0.2157721796276013,0.8491379310344828,0.011194029850746268,202,110,0.5445544554455446,1.8909090909090909,1.0,5.0,0.8486082824168364,0.114,0.362,3.175438596491228,83,181,89,90,57
Old_Scalable_DQN,68103,35,173.8464710065723,172,3,209,913,0.18838992332968238,0.8229665071770335,0.010309278350515464,202,104,0.5148514851485149,1.8173076923076923,1.0,5.0,0.9580746531769756,0.118,0.232,1.9661016949152543,103,111,111,116,59
Random,68103,35,160.83423871397983,157,3,185,913,0.171960569550931,0.8486486486486486,0.009523809523809525,202,104,0.5148514851485149,1.5384615384615385,1.0,4.0,0.9978446555440249,0.182,0.208,1.1428571428571428,101,101,104,91,103
Round_Robin,68103,35,166.4388521298767,158,3,197,913,0.17305585980284777,0.8020304568527918,0.009900990099009901,202,127,0.6287128712871287,1.8031496062992125,1.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68104,36,145.03294568464145,142,3,190,913,0.15553121577217963,0.7473684210526316,0.00967741935483871,202,91,0.4504950495049505,2.4835164835164836,2.0,5.0,0.9723464664929408,0.174,0.264,1.5172413793103448,102,132,91,87,88
V70_DQN,68104,36,154.64478094428753,159,3,205,913,0.1741511500547645,0.775609756097561,0.010169491525423728,202,97,0.4801980198019802,1.8762886597938144,2.0,4.400000000000006,0.8447943770486264,0.122,0.36,2.9508196721311477,108,180,75,76,61
V65_DQN,68104,36,157.0244926530126,161,4,197,913,0.17634173055859803,0.817258883248731,0.013201320132013201,202,88,0.43564356435643564,2.022727272727273,1.0,5.0,0.8923790826343031,0.104,0.284,2.730769230769231,92,142,77,137,52
Old_Scalable_DQN,68104,36,144.16850766330953,143,4,194,913,0.1566265060240964,0.7371134020618557,0.013071895424836602,202,94,0.46534653465346537,1.7659574468085106,1.0,5.700000000000003,0.934824066110758,0.112,0.268,2.392857142857143,134,88,113,109,56
Random,68104,36,151.02309002757067,146,3,187,913,0.15991237677984665,0.7807486631016043,0.009584664536741214,202,98,0.48514851485148514,1.7653061224489797,1.0,4.299999999999997,0.9978446555440249,0.182,0.208,1.1428571428571428,101,101,104,91,103
Round_Robin,68104,36,139.13112827926872,130,3,164,913,0.14238773274917854,0.7926829268292683,0.008928571428571428,202,108,0.5346534653465347,2.009259259259259,2.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68105,37,161.21031323358446,163,0,203,913,0.17853231106243153,0.8029556650246306,0.0,203,90,0.4433497536945813,1.8222222222222222,1.0,4.1000000000000085,0.9057971014492754,0.118,0.282,2.389830508474576,59,141,83,82,135
V70_DQN,68105,37,136.41033579289908,137,1,169,913,0.15005476451259583,0.8106508875739645,0.0030211480362537764,203,92,0.45320197044334976,1.826086956521739,1.0,4.0,0.9325226603006453,0.152,0.3,1.9736842105263157,103,150,93,78,76
V65_DQN,68105,37,153.15655092418237,153,1,193,913,0.16757940854326397,0.7927461139896373,0.003257328990228013,203,87,0.42857142857142855,1.7586206896551724,1.0,4.400000000000006,0.893080412960383,0.138,0.334,2.420289855072464,82,96,86,167,69
Old_Scalable_DQN,68105,37,152.49107791304618,146,2,178,913,0.15991237677984665,0.8202247191011236,0.006211180124223602,203,94,0.4630541871921182,1.648936170212766,1.0,4.700000000000003,0.9775553296316571,0.16,0.234,1.4625,117,85,115,103,80
Random,68105,37,143.38246547937393,139,1,185,913,0.15224534501642936,0.7513513513513513,0.0031746031746031746,203,92,0.45320197044334976,1.7717391304347827,1.0,5.0,0.9978446555440249,0.182,0.208,1.1428571428571428,101,101,104,91,103
Round_Robin,68105,37,173.52069121077716,164,2,219,913,0.1796276013143483,0.7488584474885844,0.0071174377224199285,203,138,0.6798029556650246,1.4710144927536233,1.0,4.0,1.0,0.2,0.2,1.0,100,100,100,100,100
V73_Causal_DQN,68106,38,173.39976876780392,177,0,231,913,0.19386637458926614,0.7662337662337663,0.0,202,93,0.4603960396039604,1.6881720430107527,1.0,4.0,0.8775624824487503,0.14,0.346,2.4714285714285715,87,173,70,93,77
V70_DQN,68106,38,189.5371238923075,195,1,240,913,0.21358159912376778,0.8125,0.0038461538461538464,202,106,0.5247524752475248,1.7830188679245282,1.0,4.0,0.8178754866359146,0.112,0.378,3.375,105,189,76,74,56
V65_DQN,68106,38,167.17789712771798,171,1,219,913,0.18729463307776562,0.7808219178082192,0.0035587188612099642,202,98,0.48514851485148514,1.8265306122448979,1.0,5.0,0.8868393047179851,0.112,0.326,2.9107142857142856,85,163,87,109,56
